Model,Accuracy_mean,Accuracy_std,BalAcc_mean,BalAcc_std,F1_mean,F1_std,ROC_AUC_mean,ROC_AUC_std,Precision_mean,Precision_std,Recall_mean,Recall_std,FitTime_mean,FitTime_std,ScoreTime_mean,ScoreTime_std
SVC,0.7626794258373206,0.03436992343745066,0.7477683013175297,0.0356035595301521,0.687264222147788,0.04358720042016406,0.8111877188903669,0.032016876872675216,0.6957664918484472,0.04363750620165509,0.6818139640030576,0.06252999445945233,4.681172513961792,0.038683302867123036,0.5778261661529541,0.07010100513496377
NuSVC,0.7583732057416268,0.03324507748911618,0.7447991215297171,0.0361262885371602,0.6837929573681393,0.046760213603133045,0.8171710643406269,0.0363848254588845,0.6870920755493508,0.05062645663685673,0.6840969855893863,0.0663540421709974,4.639958286285401,0.585656667178535,0.5072169303894043,0.2946494924565726
MLPClassifier,0.7516746411483254,0.02918703863158547,0.7349445289395471,0.029261919509150535,0.6702463164699033,0.03954286781814752,0.7988231784313606,0.034746663910689486,0.6854247834438593,0.05373129813576913,0.6603925760559699,0.06255368566540352,2.835291337966919,0.4701164797095413,0.015175080299377442,0.005563199635536254
CatBoost,0.769377990430622,0.03677265144996388,0.7401852441707535,0.03826294346007364,0.6693256277300815,0.05398123129794888,0.8158371982705578,0.04561417390197257,0.7445045170054747,0.05299124044787382,0.6121294294951725,0.07444967198348394,87.46119484901428,24.10246536112676,0.03025026321411133,0.008923021103572704
XGBoost,0.7669856459330143,0.03887426898312787,0.7369283064265263,0.04156698806525194,0.66353691753194,0.06192453471407337,0.823566434889986,0.03871424256362687,0.7444621147605178,0.07049566607462097,0.6034903077356474,0.07960107722749292,55.77645227909088,0.3354698530005486,0.028057956695556642,0.006409592907641576
KNeighbors,0.7172248803827752,0.030130457993191914,0.7174318877305902,0.03374176323256345,0.6594282610555744,0.046020476080074715,0.7837322571808828,0.03217522231652978,0.6129110774671882,0.053338128431853815,0.716862577625692,0.05838086467693691,0.052515506744384766,0.002795156740792885,0.049540925025939944,0.001281417531318492
LightGBM,0.7602870813397129,0.040939469710724215,0.7297302090518272,0.04576349315385816,0.6536214698215304,0.06762340632144173,0.8157458626060864,0.039083476455013616,0.7304642842142842,0.06579949213277994,0.5954000371784038,0.08501693597521424,49.64726893901825,1.787737424424705,0.025754332542419434,0.004264477450570453
GradientBoosting,0.7392344497607655,0.03940717416461193,0.7196325450856234,0.042278770241113504,0.6492543829072805,0.05724668455019186,0.7864231881270303,0.04452337481690302,0.6702935521174538,0.05489212152399692,0.6331643805396494,0.07639815207981845,45.37160506248474,0.18954009264988525,0.01316215991973877,0.0017157311711126551
HistGradientBoosting,0.754066985645933,0.04534669204462125,0.724755215745774,0.04876694448188737,0.6478484258356445,0.0698227685567617,0.8026278873496893,0.04217691953856916,0.717616662987172,0.05572659836436102,0.5954600946480327,0.09313931228363805,16.197168946266174,0.03434060374385426,0.02435908317565918,0.005358200296556268
RandomForest,0.7641148325358852,0.03932963906900844,0.7250799670407064,0.0406580104381901,0.6420661101202388,0.06311087953904164,0.81382960123245,0.042111658648948246,0.766539435221959,0.057284872553520674,0.5553854972970604,0.07369589563165406,7.5530924797058105,0.26607965569327185,0.4729402303695679,0.25684013649210363
LogisticRegression,0.7133971291866028,0.02848129412680856,0.7054181422943853,0.03294515235746293,0.6411745514602384,0.046682721783662944,0.758245738365185,0.041612182582644715,0.616307910592268,0.05312723909503949,0.6704731533733421,0.05600538865215904,2.008483958244324,0.036555064941257834,0.019902729988098146,0.010216491564126719
